name,source_folder,rho,POAV,Porosity
MOF_net-eea_node1-N58_node2-orgN14_edge1-E5,descriptors_2,0.136182,6.71895,0.915
MOF_net-eea_node1-N58_node2-orgN14_edge1-E7,descriptors_2,0.121705,7.4549,0.9073
MOF_net-eea_node1-N58_node2-orgN14_edge1-E8,descriptors_2,0.104022,8.98368,0.9345
MOF_net-eea_node1-N58_node2-orgN17_edge1-E14,descriptors_2,0.111084,8.39543,0.9326
MOF_net-eea_node1-N58_node2-orgN17_edge1-E7,descriptors_2,0.124594,7.25718,0.9042
MOF_net-eea_node1-N58_node2-orgN17_edge1-E8,descriptors_2,0.106509,8.74288,0.9312
MOF_net-eea_node1-N58_node2-orgN17_edge1-none,descriptors_2,0.364651,2.18538,0.7969
MOF_net-eea_node1-N58_node2-orgN22_edge1-E1,descriptors_2,0.125669,7.08925,0.8909
MOF_net-eea_node1-N58_node2-orgN22_edge1-E15,descriptors_2,0.0968088,9.54561,0.9241
MOF_net-eea_node1-N58_node2-orgN22_edge1-E5,descriptors_2,0.199143,4.44404,0.885
MOF_net-eea_node1-N58_node2-orgN22_edge1-none,descriptors_2,0.700891,0.955784,0.6699
MOF_net-eea_node1-N58_node2-orgN23_edge1-E13,descriptors_2,0.0885112,10.6359,0.9414
MOF_net-eea_node1-N58_node2-orgN23_edge1-E15,descriptors_2,0.0931426,9.92993,0.9249
MOF_net-eea_node1-N58_node2-orgN26_edge1-E10,descriptors_2,0.239276,3.54193,0.8475
MOF_net-eea_node1-N58_node2-orgN26_edge1-E14,descriptors_2,0.122929,7.47096,0.9184
MOF_net-eea_node1-N58_node2-orgN26_edge1-E3,descriptors_2,0.204676,4.23645,0.8671
MOF_net-eea_node1-N58_node2-orgN26_edge1-E5,descriptors_2,0.155916,5.74795,0.8962
MOF_net-eea_node1-N58_node2-orgN26_edge1-E7,descriptors_2,0.136247,6.51611,0.8878
MOF_net-eea_node1-N58_node2-orgN26_edge1-none,descriptors_2,0.429747,1.68681,0.7249
MOF_net-eea_node1-N58_node2-orgN2_edge1-E1,descriptors_2,0.109513,8.26478,0.9051
MOF_net-eea_node1-N58_node2-orgN2_edge1-E14,descriptors_2,0.131348,6.9784,0.9166
MOF_net-eea_node1-N58_node2-orgN2_edge1-E15,descriptors_2,0.0867747,10.7704,0.9346
MOF_net-eea_node1-N58_node2-orgN2_edge1-E2,descriptors_2,0.262227,3.21325,0.8426
MOF_net-eea_node1-N58_node2-orgN2_edge1-E3,descriptors_2,0.224628,3.84948,0.8647
MOF_net-eea_node1-N58_node2-orgN2_edge1-E5,descriptors_2,0.168821,5.30681,0.8959
MOF_net-eea_node1-N58_node2-orgN2_edge1-E7,descriptors_2,0.147623,6.00244,0.8861
MOF_net-eea_node1-N58_node2-orgN2_edge1-none,descriptors_2,0.501772,1.41598,0.7105
MOF_net-eea_node1-N58_node2-orgN3_edge1-E0,descriptors_2,0.169004,5.21882,0.882
MOF_net-eea_node1-N58_node2-orgN3_edge1-E13,descriptors_2,0.0913532,10.2996,0.9409
MOF_net-eea_node1-N58_node2-orgN3_edge1-E14,descriptors_2,0.150006,6.07241,0.9109
MOF_net-eea_node1-N58_node2-orgN3_edge1-E2,descriptors_2,0.328058,2.47548,0.8121
MOF_net-eea_node1-N58_node2-orgN3_edge1-E8,descriptors_2,0.142605,6.40232,0.913
MOF_net-eea_node1-N58_node2-orgN5_edge1-E1,descriptors_2,0.12534,7.09671,0.8895
MOF_net-eea_node1-N58_node2-orgN5_edge1-E14,descriptors_2,0.150264,6.05603,0.91
MOF_net-eea_node1-N58_node2-orgN5_edge1-E15,descriptors_2,0.0965012,9.60299,0.9267
MOF_net-eea_node1-N58_node2-orgN5_edge1-E2,descriptors_2,0.328686,2.48109,0.8155
MOF_net-eea_node1-N58_node2-orgN5_edge1-E5,descriptors_2,0.198181,4.44846,0.8816
MOF_net-eea_node1-N58_node2-orgN5_edge1-E7,descriptors_2,0.172529,5.01076,0.8645
MOF_net-eea_node1-N58_node2-orgN8_edge1-E0,descriptors_2,0.209295,4.0861,0.8552
MOF_net-eea_node1-N58_node2-orgN8_edge1-E1,descriptors_2,0.147845,5.91496,0.8745
MOF_net-eea_node1-N58_node2-orgN8_edge1-E14,descriptors_2,0.185625,4.81025,0.8929
MOF_net-eea_node1-N58_node2-orgN8_edge1-E15,descriptors_2,0.113727,8.02974,0.9132
MOF_net-eea_node1-N58_node2-orgN8_edge1-E2,descriptors_2,0.438466,1.70549,0.7478
MOF_net-eea_node1-N58_node2-orgN8_edge1-E3,descriptors_2,0.362787,2.17896,0.7905
MOF_net-eea_node1-N58_node2-orgN8_edge1-E5,descriptors_2,0.252216,3.36379,0.8484
MOF_net-eea_node1-N58_node2-orgN8_edge1-E7,descriptors_2,0.212929,3.92196,0.8351
MOF_net-eea_node1-N58_node2-orgN8_edge1-E8,descriptors_2,0.175885,5.08684,0.8947
MOF_net-eea_node1-N58_node2-orgN8_edge1-none,descriptors_2,1.12736,0.372373,0.4198
MOF_net-eea_node1-N58_node2-orgN9_edge1-E0,descriptors_2,0.207115,4.15325,0.8602
MOF_net-eea_node1-N58_node2-orgN9_edge1-E1,descriptors_2,0.147977,5.88402,0.8707
MOF_net-eea_node1-N58_node2-orgN9_edge1-E10,descriptors_2,0.443317,1.69292,0.7505
MOF_net-eea_node1-N58_node2-orgN9_edge1-E15,descriptors_2,0.113356,8.07279,0.9151
MOF_net-eea_node1-N58_node2-orgN9_edge1-E7,descriptors_2,0.210932,3.96763,0.8369
MOF_net-eea_node1-N66_node2-N19_edge1-E0,descriptors_2,0.226103,3.79784,0.8587
MOF_net-eea_node1-N66_node2-N19_edge1-E13,descriptors_2,0.119167,7.80583,0.9302
MOF_net-eea_node1-N66_node2-N19_edge1-E14,descriptors_2,0.202915,4.4245,0.8978
MOF_net-eea_node1-N66_node2-N19_edge1-E2,descriptors_2,0.457012,1.69689,0.7755
MOF_net-eea_node1-N66_node2-N20_edge1-E1,descriptors_2,0.143993,6.19612,0.8922
MOF_net-eea_node1-N66_node2-N20_edge1-E3,descriptors_2,0.363186,2.3214,0.8431
MOF_net-eea_node1-N66_node2-N20_edge1-E7,descriptors_2,0.210017,4.11062,0.8633
MOF_net-eea_node1-N66_node2-N20_edge1-none,descriptors_2,1.05392,0.651663,0.6868
MOF_net-eea_node1-N66_node2-N21_edge1-E1,descriptors_2,0.127545,7.09948,0.9055
MOF_net-eea_node1-N66_node2-N21_edge1-E15,descriptors_2,0.102195,9.13059,0.9331
MOF_net-eea_node1-N66_node2-N21_edge1-E5,descriptors_2,0.213338,4.19334,0.8946
MOF_net-eea_node1-N66_node2-N21_edge1-E8,descriptors_2,0.154609,5.94856,0.9197
MOF_net-eea_node1-N66_node2-N33_edge1-E15,descriptors_2,0.101398,9.19448,0.9323
MOF_net-eea_node1-N66_node2-N33_edge1-E7,descriptors_2,0.178635,4.91226,0.8775
MOF_net-eea_node1-N66_node2-N43_edge1-E5,descriptors_2,0.251009,3.41621,0.8575
MOF_net-eea_node1-N66_node2-N45_edge1-E13,descriptors_2,0.11082,8.39649,0.9305
MOF_net-eea_node1-N66_node2-N45_edge1-E2,descriptors_2,0.401188,1.96317,0.7876
MOF_net-eea_node1-N66_node2-N45_edge1-E5,descriptors_2,0.251351,3.40958,0.857
MOF_net-eea_node1-N66_node2-N47_edge1-E10,descriptors_2,0.408042,1.91892,0.783
MOF_net-eea_node1-N66_node2-N47_edge1-E13,descriptors_2,0.110039,8.44794,0.9296
MOF_net-eea_node1-N66_node2-N47_edge1-E14,descriptors_2,0.186678,4.77988,0.8923
MOF_net-eea_node1-N66_node2-N49_edge1-E2,descriptors_2,0.441748,1.75598,0.7757
MOF_net-eea_node1-N83_node2-N19_edge1-E1,descriptors_2,0.100014,9.20867,0.921
MOF_net-eea_node1-N83_node2-N20_edge1-E13,descriptors_2,0.0761832,12.5645,0.9572
MOF_net-eea_node1-N83_node2-N20_edge1-E15,descriptors_2,0.0790888,11.9929,0.9485
MOF_net-eea_node1-N83_node2-N20_edge1-none,descriptors_2,0.393806,2.14979,0.8466
MOF_net-eea_node1-N83_node2-N21_edge1-E15,descriptors_2,0.0759861,12.5023,0.95
MOF_net-eea_node1-N83_node2-N21_edge1-E3,descriptors_2,0.180621,5.04426,0.9111
MOF_net-eea_node1-N83_node2-N21_edge1-E5,descriptors_2,0.13972,6.63541,0.9271
MOF_net-eea_node1-N83_node2-N21_edge1-E7,descriptors_2,0.122293,7.51477,0.919
MOF_net-eea_node1-N83_node2-N21_edge1-E8,descriptors_2,0.107522,8.76098,0.942
MOF_net-eea_node1-N83_node2-N33_edge1-E15,descriptors_2,0.0755163,12.5827,0.9502
MOF_net-eea_node1-N83_node2-N33_edge1-E3,descriptors_2,0.178976,5.09342,0.9116
MOF_net-eea_node1-N83_node2-N43_edge1-E1,descriptors_2,0.0981405,9.37024,0.9196
MOF_net-eea_node1-N83_node2-N43_edge1-E10,descriptors_2,0.231691,3.77269,0.8741
MOF_net-eea_node1-N83_node2-N43_edge1-E3,descriptors_2,0.206106,4.29537,0.8853
MOF_net-eea_node1-N83_node2-N45_edge1-E10,descriptors_2,0.231974,3.76291,0.8729
MOF_net-eea_node1-N83_node2-N47_edge1-E1,descriptors_2,0.0977008,9.41138,0.9195
MOF_net-eea_node1-N83_node2-N47_edge1-E10,descriptors_2,0.230138,3.79773,0.874
MOF_net-eea_node1-N83_node2-N47_edge1-E3,descriptors_2,0.204624,4.32353,0.8847
MOF_net-eea_node1-N83_node2-N49_edge1-E14,descriptors_2,0.116663,8.04024,0.938
MOF_net-eea_node1-N83_node2-N49_edge1-E2,descriptors_2,0.217296,4.0806,0.8867
MOF_net-eea_node1-N83_node2-N49_edge1-E3,descriptors_2,0.189588,4.76876,0.9041
MOF_net-eea_node1-N83_node2-N49_edge1-E5,descriptors_2,0.146626,6.2779,0.9205
MOF_net-eea_node1-N83_node2-N49_edge1-E7,descriptors_2,0.129605,7.00669,0.9081
MOF_net-eea_node1-N83_node2-N58_edge1-E15,descriptors_2,0.0755702,12.5711,0.95
MOF_net-eea_node1-N83_node2-N58_edge1-E7,descriptors_2,0.121481,7.57811,0.9206
MOF_net-eea_node1-N83_node2-N58_edge1-E8,descriptors_2,0.106839,8.8198,0.9423
MOF_net-est_node1-N85_edge1-E1,descriptors_2,0.279052,2.89659,0.8083
MOF_net-est_node1-N85_edge1-E10,descriptors_2,0.647124,0.963185,0.6233
MOF_net-est_node1-N85_edge1-E13,descriptors_2,0.201694,4.37196,0.8818
MOF_net-est_node1-N85_edge1-E8,descriptors_2,0.298251,2.75674,0.8222
MOF_net-est_node1-N85_edge1-E9,descriptors_2,0.229942,3.74268,0.8606
MOF_net-eta-c_node1-N83_edge1-E10,descriptors_2,0.114443,8.2932,0.9491
MOF_net-eta-c_node1-N83_edge1-E3,descriptors_2,0.10215,9.35389,0.9555
MOF_net-eta-c_node1-N83_edge1-E4,descriptors_2,0.0709061,13.5785,0.9628
MOF_net-eta-c_node1-N83_edge1-E5,descriptors_2,0.0820553,11.7201,0.9617
MOF_net-eta-c_node1-N83_edge1-E7,descriptors_2,0.0730656,13.1444,0.9604
MOF_net-eta_node1-N66_edge1-E1,descriptors_2,0.0624401,15.4388,0.964
MOF_net-eta_node1-N66_edge1-none,descriptors_2,0.477306,1.84305,0.8797
MOF_net-eta_node1-N83_edge1-E0,descriptors_2,0.0362018,27.1561,0.9831
MOF_net-eta_node1-N83_edge1-E13,descriptors_2,0.0232663,42.5808,0.9907
MOF_net-eta_node1-N83_edge1-E15,descriptors_2,0.0240026,41.1705,0.9882
MOF_net-eta_node1-N83_edge1-E4,descriptors_2,0.0354529,27.741,0.9835
MOF_net-eta_node1-N83_edge1-E8,descriptors_2,0.0326836,30.1803,0.9864
MOF_net-eta_node1-N83_edge1-E9,descriptors_2,0.0264536,37.3672,0.9885
MOF_net-etb_node1-N66_edge1-E0,descriptors_2,0.0901367,10.5861,0.9542
MOF_net-etb_node1-N66_edge1-E5,descriptors_2,0.110997,8.59486,0.954
MOF_net-etb_node1-N83_edge1-E1,descriptors_2,0.0285003,34.3681,0.9795
MOF_net-etb_node1-N83_edge1-none,descriptors_2,0.0888777,10.8632,0.9655
MOF_net-etd_node1-N66_edge1-E0,descriptors_2,0.0865394,11.062,0.9573
MOF_net-etd_node1-N66_edge1-E1,descriptors_2,0.0593675,16.2244,0.9632
MOF_net-etd_node1-N66_edge1-E14,descriptors_2,0.0786447,12.3047,0.9677
MOF_net-etd_node1-N66_edge1-E15,descriptors_2,0.0475618,20.4681,0.9735
MOF_net-etd_node1-N66_edge1-E5,descriptors_2,0.106183,9.01182,0.9569
MOF_net-etd_node1-N66_edge1-E7,descriptors_2,0.0874349,10.919,0.9547
MOF_net-etd_node1-N66_edge1-E8,descriptors_2,0.0748275,12.9404,0.9683
MOF_net-etd_node1-N66_edge1-E9,descriptors_2,0.0548582,17.7986,0.9764
MOF_net-etd_node1-N83_edge1-E0,descriptors_2,0.0340499,28.8694,0.983
MOF_net-etd_node1-N83_edge1-E1,descriptors_2,0.026808,36.6532,0.9826
MOF_net-etd_node1-N83_edge1-E10,descriptors_2,0.0538202,18.1809,0.9785
MOF_net-etd_node1-N83_edge1-E15,descriptors_2,0.0225714,43.728,0.987
MOF_net-etd_node1-N83_edge1-E3,descriptors_2,0.0480322,20.403,0.98
MOF_net-etd_node1-N83_edge1-E7,descriptors_2,0.0343573,28.5558,0.9811
MOF_net-etd_node1-N83_edge1-E8,descriptors_2,0.0307405,32.0912,0.9865
MOF_net-etd_node1-N83_edge1-none,descriptors_2,0.0835899,11.5899,0.9688
MOF_net-etf_node1-N66_edge1-E0,descriptors_2,0.0878534,10.8157,0.9502
MOF_net-etf_node1-N66_edge1-E2,descriptors_2,0.176671,5.21081,0.9206
MOF_net-etf_node1-N83_edge1-E3,descriptors_2,0.0576744,16.8792,0.9735
MOF_net-etf_node1-N83_edge1-E5,descriptors_2,0.0463795,21.1063,0.9789
MOF_net-etf_node1-N83_edge1-none,descriptors_2,0.100047,9.59052,0.9595
MOF_net-fau_node1-N29_edge1-none,descriptors_2,0.595628,1.21519,0.7238
MOF_net-fau_node1-N55_edge1-none,descriptors_2,0.502743,1.46019,0.7341
MOF_net-fau_node1-N73_edge1-E14,descriptors_2,0.113433,8.14048,0.9234
MOF_net-fau_node1-N73_edge1-none,descriptors_2,0.60804,1.28511,0.7814
MOF_net-fau_node1-N74_edge1-E14,descriptors_2,0.129959,7.01762,0.912
MOF_net-fau_node1-N74_edge1-E15,descriptors_2,0.0783543,11.8194,0.9261
MOF_net-fau_node1-N74_edge1-E3,descriptors_2,0.255968,3.30276,0.8454
MOF_net-fau_node1-N74_edge1-none,descriptors_2,0.76532,0.933597,0.7145
MOF_net-fca_node1-N0_edge1-E15,descriptors_2,0.122647,7.35689,0.9023
MOF_net-fca_node1-N0_edge1-E5,descriptors_2,0.232934,3.6315,0.8459
MOF_net-fcd_node1-N85_edge1-E3,descriptors_2,0.295123,2.69244,0.7946
MOF_net-fcd_node1-N85_edge1-E5,descriptors_2,0.227185,3.66794,0.8333
MOF_net-fcd_node1-N86_edge1-E5,descriptors_2,0.229816,3.63029,0.8343
MOF_net-fcd_node1-N86_edge1-E8,descriptors_2,0.171202,5.12845,0.878
MOF_net-fce_node1-N0_edge1-E10,descriptors_2,0.620818,0.981124,0.6091
MOF_net-fce_node1-N0_edge1-E2,descriptors_2,0.602878,1.0279,0.6197
MOF_net-fce_node1-N0_edge1-E3,descriptors_2,0.503204,1.33624,0.6724
MOF_net-fce_node1-N0_edge1-E8,descriptors_2,0.268372,3.04093,0.8161
MOF_net-fce_node1-N0_edge1-none,descriptors_2,1.21714,0.330364,0.4021
MOF_net-fcg_node1-N0_edge1-E10,descriptors_2,0.458875,1.51283,0.6942
MOF_net-fcg_node1-N0_edge1-E2,descriptors_2,0.446182,1.58164,0.7057
MOF_net-fcg_node1-N0_edge1-E8,descriptors_2,0.207682,4.0538,0.8419
MOF_net-fcg_node1-N85_edge1-E3,descriptors_2,0.34549,2.12828,0.7353
MOF_net-fcg_node1-N85_edge1-E5,descriptors_2,0.267227,2.94057,0.7858
MOF_net-fcg_node1-N86_edge1-E14,descriptors_2,0.202987,4.15297,0.843
MOF_net-fcg_node1-N86_edge1-E2,descriptors_2,0.410127,1.73044,0.7097
MOF_net-fch_node1-N0_edge1-E13,descriptors_2,0.101847,9.04886,0.9216
MOF_net-fch_node1-N85_edge1-E3,descriptors_2,0.211827,3.88808,0.8236
MOF_net-fch_node1-N85_edge1-none,descriptors_2,0.436182,1.61676,0.7052
MOF_net-fch_node1-N86_edge1-E2,descriptors_2,0.253752,3.172,0.8049
MOF_net-fch_node1-N86_edge1-E3,descriptors_2,0.206543,4.01273,0.8288
MOF_net-fch_node1-N86_edge1-E5,descriptors_2,0.161431,5.3608,0.8654
MOF_net-fch_node1-N86_edge1-E8,descriptors_2,0.12164,7.38736,0.8986
MOF_net-fch_node1-N86_edge1-none,descriptors_2,0.414725,1.69076,0.7012
MOF_net-fci_node1-N0_edge1-E2,descriptors_2,0.390339,1.93934,0.757
MOF_net-fci_node1-N0_edge1-E5,descriptors_2,0.254867,3.23423,0.8243
MOF_net-fci_node1-N0_edge1-E7,descriptors_2,0.232285,3.48322,0.8091
MOF_net-fci_node1-N0_edge1-none,descriptors_2,0.652737,0.962257,0.6281
MOF_net-fcj_node1-N0_edge1-E0,descriptors_2,0.253836,3.18277,0.8079
MOF_net-fcj_node1-N0_edge1-E1,descriptors_2,0.195066,4.26471,0.8319
MOF_net-fcj_node1-N0_edge1-E15,descriptors_2,0.151352,5.81491,0.8801
MOF_net-fcj_node1-N0_edge1-E5,descriptors_2,0.290651,2.78444,0.8093
MOF_net-fcj_node1-N0_edge1-none,descriptors_2,0.83179,0.639224,0.5317
MOF_net-fcj_node1-N86_edge1-E0,descriptors_2,0.254812,3.17058,0.8079
MOF_net-fcj_node1-N86_edge1-E2,descriptors_2,0.45804,1.54462,0.7075
MOF_net-fcj_node1-N86_edge1-E5,descriptors_2,0.287808,2.78033,0.8002
MOF_net-fcj_node1-N86_edge1-E7,descriptors_2,0.260547,3.00215,0.7822
MOF_net-fcj_node1-N86_edge1-E8,descriptors_2,0.214787,3.95275,0.849
MOF_net-fcj_node1-N86_edge1-none,descriptors_2,0.782507,0.677054,0.5298
MOF_net-fcl_node1-N0_edge1-E3,descriptors_2,0.365624,2.05867,0.7527
MOF_net-fcl_node1-N0_edge1-E5,descriptors_2,0.278523,2.89168,0.8054
MOF_net-fcl_node1-N0_edge1-E8,descriptors_2,0.207313,4.12033,0.8542
MOF_net-fcl_node1-N0_edge1-none,descriptors_2,0.787334,0.669983,0.5275
MOF_net-fcm_node1-N0_edge1-E14,descriptors_2,0.187177,4.6293,0.8665
MOF_net-fcm_node1-N0_edge1-E3,descriptors_2,0.31708,2.45017,0.7769
MOF_net-fcm_node1-N0_edge1-none,descriptors_2,0.691055,0.682725,0.4718
MOF_net-fcm_node1-N85_edge1-E3,descriptors_2,0.330993,2.29189,0.7586
MOF_net-fcm_node1-N85_edge1-E8,descriptors_2,0.187262,4.57967,0.8576
MOF_net-fcm_node1-N86_edge1-E10,descriptors_2,0.372704,1.9651,0.7324
MOF_net-fcm_node1-N86_edge1-E2,descriptors_2,0.362273,2.0457,0.7411
MOF_net-fcm_node1-N86_edge1-none,descriptors_2,0.612859,0.915382,0.561
MOF_net-fcn_node1-N0_edge1-E5,descriptors_2,0.212727,3.92616,0.8352
MOF_net-fcn_node1-N85_edge1-E2,descriptors_2,0.279781,2.81756,0.7883
MOF_net-fcn_node1-N85_edge1-E3,descriptors_2,0.227673,3.57969,0.815
MOF_net-fcn_node1-N86_edge1-E0,descriptors_2,0.163828,5.13528,0.8413
MOF_net-fcn_node1-N86_edge1-E10,descriptors_2,0.295694,2.62028,0.7748
MOF_net-fcn_node1-N86_edge1-E2,descriptors_2,0.287571,2.71585,0.781
MOF_net-fcn_node1-N86_edge1-E3,descriptors_2,0.234037,3.46014,0.8098
MOF_net-fcn_node1-N86_edge1-E8,descriptors_2,0.138256,6.38598,0.8829
MOF_net-fcp_node1-N0_edge1-E10,descriptors_2,0.496167,1.39509,0.6922
MOF_net-fcp_node1-N0_edge1-E14,descriptors_2,0.235235,3.61043,0.8493
MOF_net-fcp_node1-N0_edge1-E15,descriptors_2,0.155844,5.64153,0.8792
MOF_net-fcp_node1-N0_edge1-E8,descriptors_2,0.224364,3.80498,0.8537
MOF_net-fcp_node1-N85_edge1-E10,descriptors_2,0.424488,1.72443,0.732
MOF_net-fcp_node1-N85_edge1-E14,descriptors_2,0.203723,4.22584,0.8609
MOF_net-fcp_node1-N85_edge1-E2,descriptors_2,0.412562,1.78761,0.7375
MOF_net-fcp_node1-N85_edge1-E7,descriptors_2,0.235633,3.39426,0.7998
MOF_net-fcp_node1-N86_edge1-E0,descriptors_2,0.235597,3.46567,0.8165
MOF_net-fcp_node1-N86_edge1-E15,descriptors_2,0.141361,6.25703,0.8845
MOF_net-fcp_node1-N86_edge1-E5,descriptors_2,0.265889,3.07384,0.8173
MOF_net-fcp_node1-N86_edge1-none,descriptors_2,0.718761,0.728476,0.5236
MOF_net-fcq_node1-N0_edge1-E10,descriptors_2,0.400549,1.87393,0.7506
MOF_net-fcq_node1-N0_edge1-E2,descriptors_2,0.389839,1.94054,0.7565
MOF_net-fcq_node1-N0_edge1-E8,descriptors_2,0.187066,4.62992,0.8661
MOF_net-fcq_node1-N0_edge1-none,descriptors_2,0.67912,0.907498,0.6163
MOF_net-fcq_node1-N86_edge1-E10,descriptors_2,0.428142,1.68262,0.7204
MOF_net-fcq_node1-N86_edge1-E15,descriptors_2,0.138988,6.29909,0.8755
MOF_net-fcq_node1-N86_edge1-E2,descriptors_2,0.416109,1.73536,0.7221
MOF_net-fcq_node1-N86_edge1-E3,descriptors_2,0.338972,2.25329,0.7638
MOF_net-fcq_node1-N86_edge1-E8,descriptors_2,0.195367,4.37895,0.8555
MOF_net-fcq_node1-N86_edge1-none,descriptors_2,0.708965,0.827968,0.587
MOF_net-fcr_node1-N0_edge1-E14,descriptors_2,0.220932,3.82153,0.8443
MOF_net-fcr_node1-N0_edge1-E2,descriptors_2,0.45305,1.54464,0.6998
MOF_net-fcr_node1-N85_edge1-E10,descriptors_2,0.409854,1.75965,0.7212
MOF_net-fcr_node1-N85_edge1-E14,descriptors_2,0.196267,4.37566,0.8588
MOF_net-fcr_node1-N85_edge1-E2,descriptors_2,0.398342,1.81377,0.7225
MOF_net-fcr_node1-N85_edge1-E8,descriptors_2,0.187147,4.60922,0.8626
MOF_net-fcr_node1-N85_edge1-none,descriptors_2,0.677973,0.844724,0.5727
MOF_net-fcr_node1-N86_edge1-E14,descriptors_2,0.197297,4.35688,0.8596
MOF_net-fcr_node1-N86_edge1-E2,descriptors_2,0.40096,1.81789,0.7289
MOF_net-fcr_node1-N86_edge1-E8,descriptors_2,0.188115,4.58123,0.8618
MOF_net-fcs_node1-N0_edge1-E1,descriptors_2,0.252541,2.9908,0.7553
MOF_net-fcs_node1-N0_edge1-E3,descriptors_2,0.502251,1.28223,0.644
MOF_net-fcs_node1-N0_edge1-none,descriptors_2,1.11022,0.275441,0.3058
MOF_net-fcs_node1-N86_edge1-E10,descriptors_2,0.654815,0.81229,0.5319
MOF_net-fcs_node1-N86_edge1-E2,descriptors_2,0.635904,0.847455,0.5389
MOF_net-fcu_node1-N1_edge1-E1,descriptors_2,0.430978,1.56296,0.6736
MOF_net-fcu_node1-N1_edge1-E10,descriptors_2,0.816008,0.59399,0.4847
MOF_net-fcu_node1-N1_edge1-E13,descriptors_2,0.349196,2.21738,0.7743
MOF_net-fcu_node1-N1_edge1-E14,descriptors_2,0.494957,1.39305,0.6895
MOF_net-fcu_node1-N1_edge1-E15,descriptors_2,0.360934,2.07711,0.7497
MOF_net-fcu_node1-N1_edge1-E2,descriptors_2,0.801767,0.635098,0.5092
MOF_net-fcu_node1-N1_edge1-E3,descriptors_2,0.724314,0.732002,0.5302
MOF_net-fcu_node1-N1_edge1-E5,descriptors_2,0.593163,1.05367,0.625
MOF_net-fcu_node1-N27_edge1-E1,descriptors_2,0.663801,0.826,0.5483
MOF_net-fcu_node1-N27_edge1-E14,descriptors_2,0.800202,0.800548,0.6406
MOF_net-fcu_node1-N27_edge1-E5,descriptors_2,1.01349,0.526005,0.5331
MOF_net-fcu_node1-N2_edge1-E0,descriptors_2,0.84117,0.553872,0.4659
MOF_net-fcu_node1-N2_edge1-E1,descriptors_2,0.653546,0.788773,0.5155
MOF_net-fcu_node1-N2_edge1-E14,descriptors_2,0.757636,0.812659,0.6157
MOF_net-fcu_node1-N2_edge1-E15,descriptors_2,0.514906,1.33189,0.6858
MOF_net-fcu_node1-N2_edge1-E5,descriptors_2,0.958607,0.524928,0.5032
MOF_net-fcu_node1-N2_edge1-E8,descriptors_2,0.725251,0.850464,0.6168
MOF_net-fcu_node1-N3_edge1-E8,descriptors_2,0.751672,0.701502,0.5273
MOF_net-fcu_node1-N72_edge1-E0,descriptors_2,0.749784,0.68313,0.5122
MOF_net-fcu_node1-N72_edge1-E14,descriptors_2,0.672686,0.959289,0.6453
MOF_net-fcu_node1-N72_edge1-E15,descriptors_2,0.469714,1.49602,0.7027
MOF_net-fcu_node1-N72_edge1-E3,descriptors_2,1.06118,0.346031,0.3672
MOF_net-fcu_node1-N72_edge1-E5,descriptors_2,0.839264,0.643302,0.5399
MOF_net-fcu_node1-N72_edge1-E8,descriptors_2,0.644524,1.00151,0.6455
MOF_net-fcu_node1-N7_edge1-E2,descriptors_2,1.87782,0.13734,0.2579
MOF_net-fcu_node1-N7_edge1-E6,descriptors_2,1.27426,0.496602,0.6328
MOF_net-fcu_node1-N7_edge1-E7,descriptors_2,1.05449,0.337131,0.3555
MOF_net-fcu_node1-N7_edge1-E8,descriptors_2,0.918333,0.675463,0.6203
MOF_net-fcu_node1-N8_edge1-E1,descriptors_2,0.684784,0.784627,0.5373
MOF_net-fcu_node1-N8_edge1-E13,descriptors_2,0.533477,1.39706,0.7453
MOF_net-fcu_node1-N8_edge1-E14,descriptors_2,0.834666,0.752397,0.628
MOF_net-fcu_node1-N8_edge1-E15,descriptors_2,0.555062,1.26635,0.7029
MOF_net-fcu_node1-N8_edge1-E5,descriptors_2,1.06132,0.49297,0.5232
MOF_net-fcu_node1-N8_edge1-E6,descriptors_2,1.07433,0.60847,0.6537
MOF_net-fcu_node1-N8_edge1-E7,descriptors_2,0.923173,0.447912,0.4135
MOF_net-fda_node1-N0_edge1-none,descriptors_2,0.581848,1.07743,0.6269
MOF_net-fee_node1-N0_edge1-E13,descriptors_2,0.118035,7.87562,0.9296
MOF_net-fee_node1-N0_edge1-E4,descriptors_2,0.208654,4.15137,0.8662
MOF_net-fee_node1-N0_edge1-E7,descriptors_2,0.216152,3.97637,0.8595
MOF_net-fee_node1-N85_edge1-E0,descriptors_2,0.208624,4.16155,0.8682
MOF_net-fee_node1-N85_edge1-E2,descriptors_2,0.379188,2.07707,0.7876
MOF_net-fee_node1-N85_edge1-E4,descriptors_2,0.20675,4.18572,0.8654
MOF_net-fee_node1-N85_edge1-E8,descriptors_2,0.175769,5.09647,0.8958
MOF_net-fee_node1-N85_edge1-E9,descriptors_2,0.134477,6.85173,0.9214
MOF_net-fee_node1-N85_edge1-none,descriptors_2,0.664318,0.945782,0.6283
MOF_net-fee_node1-N86_edge1-E1,descriptors_2,0.160238,5.543,0.8882
MOF_net-fee_node1-N86_edge1-E13,descriptors_2,0.115852,8.02833,0.9301
MOF_net-fee_node1-N86_edge1-E4,descriptors_2,0.20428,4.24417,0.867
MOF_net-fee_node1-N86_edge1-E7,descriptors_2,0.210737,4.06574,0.8568
