cif_name,Di,Df,Dif,rho_x,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,rho_y
MOF_net-qtz-x_node1-N45_edge1-none,2.69649,1.36262,2.68849,3.96357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N46_edge1-E10,6.36355,3.29534,6.10148,1.60538,0.0,0.0,0.2029,0.126387522,0.0,0.2029,0.0,0.126387,0.0,946.306,
MOF_net-qtz-x_node1-N46_edge1-E2,6.82362,3.22284,6.7969,1.56507,0.0,0.0,0.1813,0.115841464,0.0,0.1813,0.0,0.115841,0.0,863.887,
MOF_net-qtz-x_node1-N47_edge1-E10,6.1506,2.41478,5.06124,1.61872,0.0,0.0,0.1466,0.090565385,0.0,0.1466,0.0,0.0905652,0.0,671.811,
MOF_net-qtz-x_node1-N49_edge1-none,2.44033,1.41619,2.44033,2.22829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N51_edge1-none,2.93183,2.27709,2.82961,2.95876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qtz-x_node1-N70_edge1-E10,6.92642,4.17055,6.92642,1.15244,1387.57,1204.03,0.3913,0.339540453,0.3913,0.0,0.33954,0.0,1932.62,0.0,
MOF_net-qtz-x_node1-N70_edge1-E2,5.98015,4.85174,5.7949,1.12245,1678.88,1495.72,0.4222,0.376141476,0.4222,0.0,0.376142,0.0,2129.73,0.0,
MOF_net-qtz-x_node1-N70_edge1-none,3.37164,1.62895,3.37146,2.35511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-qzd_node1-N24_edge1-none,5.75179,4.74649,5.7489,1.0808,824.59,762.948,0.2535,0.234548483,0.2535,0.0,0.234549,0.0,333.829,0.0,
MOF_net-rac_node1-N4_edge1-none,4.21929,2.65895,4.21604,1.84703,0.0,0.0,0.0567,0.030697931,0.0,0.0567,0.0,0.0306979,0.0,255.409,
MOF_net-reo-e_node1-N38_edge1-none,14.16712,3.63506,14.16712,1.30299,0.0,0.0,0.4733,0.363241468,0.0,0.4733,0.0,0.363243,0.0,3239.7,
MOF_net-reo_node1-N5_edge1-E10,8.318,5.80751,7.87887,1.01487,1486.09,1464.32,0.4247,0.418477243,0.4247,0.0,0.418477,0.0,2392.56,0.0,
MOF_net-reo_node1-N5_edge1-none,4.82316,2.50881,4.82316,1.89304,0.0,0.0,0.0791,0.041784643,0.0,0.0791,0.0,0.0417847,0.0,125.528,
MOF_net-reo_node1-N77_edge1-none,6.9345,1.88995,6.9345,1.44525,0.0,0.0,0.2132,0.14751773,0.0,0.2132,0.0,0.147517,0.0,371.549,
MOF_net-reo_node1-N80_edge1-none,8.50822,3.62305,8.50283,1.69778,0.0,0.0,0.3806,0.224175099,0.0,0.3806,0.0,0.224175,0.0,714.107,
MOF_net-rob_node1-N13_edge1-E10,5.62173,3.05626,5.05566,1.6294,0.0,0.0,0.1574,0.096599975,0.0,0.1574,0.0,0.0966,0.0,640.046,
MOF_net-rob_node1-N13_edge1-E2,5.24043,3.63275,4.91429,1.58051,0.0,0.0,0.1869,0.118252969,0.0,0.1869,0.0,0.118253,0.0,778.809,
MOF_net-rob_node1-N13_edge1-none,2.39589,0.75968,2.39576,3.91134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N14_edge1-E3,6.45333,5.07834,6.21818,0.986364,1916.71,1943.21,0.4982,0.505087371,0.4982,0.0,0.505087,0.0,3228.71,0.0,
MOF_net-rob_node1-N14_edge1-none,3.09845,1.71916,2.96257,2.62791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N16_edge1-E3,6.75646,4.92543,6.724,0.9302,1976.66,2124.98,0.5061,0.544076543,0.5061,0.0,0.544077,0.0,3347.72,0.0,
MOF_net-rob_node1-N16_edge1-none,3.16677,1.83518,3.15798,2.35241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N17_edge1-E3,5.52822,3.54711,5.52818,1.147,0.0,0.0,0.2928,0.255274629,0.0,0.2928,0.0,0.255275,0.0,1563.92,
MOF_net-rob_node1-N19_edge1-none,2.51097,1.59898,2.51064,2.68677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N20_edge1-none,2.59803,1.02153,2.51123,3.58865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N30_edge1-none,3.98952,2.49996,3.98952,2.05223,0.0,0.0,0.0236,0.011499686,0.0,0.0236,0.0,0.0114997,0.0,53.8292,
MOF_net-rob_node1-N36_edge1-E2,6.18689,3.35714,5.44368,1.43617,0.0,0.0,0.1852,0.128954093,0.0,0.1852,0.0,0.128954,0.0,970.656,
MOF_net-rob_node1-N36_edge1-E3,5.19809,3.32851,5.19746,1.25867,0.0,0.0,0.2599,0.206487801,0.0,0.2599,0.0,0.206488,0.0,1315.35,
MOF_net-rob_node1-N39_edge1-E2,6.657,4.3082,6.39641,1.05738,1313.54,1242.27,0.3607,0.34112618,0.3607,0.0,0.341127,0.0,1881.83,0.0,
MOF_net-rob_node1-N39_edge1-none,2.64992,1.60371,2.6499,2.11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-rob_node1-N44_edge1-E2,6.84913,3.79815,6.84913,1.54097,587.684,381.373,0.2578,0.167297222,0.1515,0.1063,0.0983148,0.0689826,975.39,684.383,
MOF_net-rob_node1-N44_edge1-E3,7.30176,3.98134,6.25663,1.40535,528.462,376.037,0.2915,0.207421639,0.1477,0.1438,0.105099,0.102324,921.094,896.772,
MOF_net-rob_node1-N46_edge1-E2,6.26303,4.30353,6.11191,1.54666,941.588,608.787,0.2684,0.173535231,0.266,0.0024,0.171983,0.00155173,1710.09,15.4294,
MOF_net-rob_node1-N46_edge1-E3,6.68414,4.1549,6.50794,1.41101,1121.27,794.662,0.2796,0.198155931,0.2796,0.0,0.198156,0.0,1741.07,0.0,
MOF_net-rob_node1-N46_edge1-E6,8.82931,5.1094,8.75233,1.06145,1746.34,1645.25,0.4892,0.460878986,0.4892,0.0,0.460881,0.0,3791.81,0.0,
MOF_net-rob_node1-N47_edge1-E3,6.3987,3.04211,5.73933,1.54359,0.0,0.0,0.1781,0.11538038,0.0,0.1781,0.0,0.11538,0.0,1003.1,
MOF_net-rob_node1-N48_edge1-E3,7.48732,3.54651,7.20166,1.40894,0.0,0.0,0.2757,0.195679021,0.0,0.2757,0.0,0.195679,0.0,1701.21,
MOF_net-rob_node1-N70_edge1-E10,5.88296,3.5804,5.88296,1.47467,0.0,0.0,0.2419,0.1640367,0.0,0.2419,0.0,0.164037,0.0,1244.9,
MOF_net-rob_node1-N70_edge1-E2,6.84076,3.95893,4.97905,1.42861,977.83,684.461,0.2739,0.191724823,0.2739,0.0,0.191724,0.0,1447.4,0.0,
MOF_net-rob_node1-N70_edge1-E3,5.24234,4.25091,5.23546,1.25445,1455.74,1160.46,0.3567,0.284347722,0.3567,0.0,0.284348,0.0,1817.66,0.0,
MOF_net-rtl_node1-N19_node2-orgN8_edge1-none,5.99015,5.66078,5.96243,1.40611,1106.63,787.019,0.377,0.268115581,0.377,0.0,0.268116,0.0,553.043,0.0,
MOF_net-rtl_node1-N44_node2-orgN22_edge1-none,6.52673,3.86584,6.51679,1.16993,874.152,747.183,0.2868,0.245142872,0.2495,0.0373,0.213261,0.0318822,921.725,137.797,
MOF_net-rtl_node1-N44_node2-orgN9_edge1-none,4.27608,2.25637,4.27608,1.79601,0.0,0.0,0.0459,0.025556651,0.0,0.0459,0.0,0.0255566,0.0,105.36,
MOF_net-rtl_node1-N46_node2-orgN5_edge1-none,6.57979,4.20221,6.54632,1.16816,916.657,784.7,0.2843,0.243374195,0.2593,0.025,0.221973,0.0214011,957.425,92.3086,
MOF_net-rtl_node1-N46_node2-orgN8_edge1-none,4.4098,2.61584,4.4098,1.86124,0.0,0.0,0.0319,0.017139112,0.0,0.0319,0.0,0.0171391,0.0,73.2421,
MOF_net-rtl_node1-N48_node2-orgN8_edge1-none,4.35793,2.59626,4.35793,1.85278,0.0,0.0,0.0123,0.006638673,0.0,0.0123,0.0,0.00663869,0.0,28.0627,
MOF_net-rtl_node1-N49_node2-orgN8_edge1-none,5.8811,5.56732,5.8811,1.25113,1097.1,876.885,0.373,0.29813049,0.373,0.0,0.298131,0.0,523.965,0.0,
MOF_net-scu_node1-N80_node2-N57_edge1-none,8.69063,6.621,8.67696,1.42393,1416.65,994.888,0.469,0.329370124,0.469,0.0,0.329371,0.0,685.352,0.0,
MOF_net-sev_node1-N32_edge1-none,4.56508,2.42244,4.56501,1.46337,0.0,0.0,0.0453,0.030955944,0.0,0.0453,0.0,0.030956,0.0,200.275,
MOF_net-ske_node1-N17_edge1-none,5.21147,4.60371,5.20228,1.17328,990.558,844.261,0.2425,0.206685531,0.2425,0.0,0.206685,0.0,1905.66,0.0,
MOF_net-ske_node1-N28_edge1-none,4.60146,2.99821,4.59769,1.33462,0.0,0.0,0.0889,0.066610721,0.0,0.0889,0.0,0.0666109,0.0,409.703,
MOF_net-ske_node1-N30_edge1-none,5.0738,4.08144,5.07308,1.79978,797.058,442.863,0.2268,0.126015402,0.2268,0.0,0.126015,0.0,1179.74,0.0,
MOF_net-ske_node1-N39_edge1-none,7.19491,5.68603,7.19418,1.17617,760.868,646.902,0.2659,0.226072762,0.2278,0.0381,0.193679,0.0323932,1101.31,184.196,
MOF_net-sma_node1-N36_edge1-none,8.26193,7.74743,8.26193,1.38874,1349.01,971.392,0.4534,0.326482999,0.4534,0.0,0.326484,0.0,1188.5,0.0,
MOF_net-smb_node1-N38_edge1-none,7.32189,4.02514,7.32189,1.5192,1451.72,955.582,0.3844,0.253027909,0.3844,0.0,0.253027,0.0,1692.53,0.0,
MOF_net-smc_node1-N38_edge1-none,5.36199,3.28558,5.32662,1.6922,0.0,0.0,0.1797,0.106193121,0.0,0.1797,0.0,0.106193,0.0,710.34,
MOF_net-smc_node1-N39_edge1-none,6.52639,2.84954,5.83687,1.31637,0.0,0.0,0.2376,0.180496365,0.0,0.2376,0.0,0.180497,0.0,1154.65,
MOF_net-smc_node1-N46_edge1-none,5.95729,1.92292,5.95729,2.10837,0.0,0.0,0.0805,0.038181154,0.0,0.0805,0.0,0.0381812,0.0,624.547,
MOF_net-smc_node1-N48_edge1-none,5.91169,1.90287,5.91169,2.10158,0.0,0.0,0.0782,0.037210099,0.0,0.0782,0.0,0.0372101,0.0,600.921,
MOF_net-smc_node1-N49_edge1-none,5.3075,2.98948,5.30747,1.4962,0.0,0.0,0.1626,0.108675311,0.0,0.1626,0.0,0.108675,0.0,547.283,
MOF_net-smn_node1-N38_edge1-none,5.12423,4.17985,5.12423,1.75258,166.321,94.9009,0.0462,0.026361136,0.0462,0.0,0.0263612,0.0,352.667,0.0,
MOF_net-smn_node1-N61_edge1-none,5.85386,4.79241,5.85386,1.54343,302.322,195.877,0.0739,0.04788037,0.0739,0.0,0.0478805,0.0,593.807,0.0,
MOF_net-smu_node1-N39_edge1-none,7.88073,3.12748,7.85414,1.27302,0.0,0.0,0.3068,0.241001712,0.0,0.3068,0.0,0.241001,0.0,1027.8,
MOF_net-smu_node1-N49_edge1-none,6.66549,4.36896,6.66549,1.50667,811.259,538.446,0.2659,0.17648191,0.2659,0.0,0.176482,0.0,592.503,0.0,
MOF_net-snk_node1-N16_edge1-none,3.22213,1.83,3.22192,2.63225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-snk_node1-N17_edge1-none,3.30228,1.83737,3.11248,2.54778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-snk_node1-N43_edge1-E2,7.40199,4.9905,7.30957,1.25441,1079.75,860.761,0.2826,0.225285194,0.2762,0.0064,0.220182,0.00510198,4368.9,101.234,
MOF_net-snk_node1-N46_edge1-E10,7.28753,3.92986,5.92479,1.25064,986.065,788.447,0.2529,0.202216465,0.2456,0.0073,0.196379,0.005837,3920.95,116.543,
MOF_net-snk_node1-N46_edge1-E2,7.19969,4.05153,6.37624,1.21577,1151.23,946.909,0.2801,0.230388972,0.2801,0.0,0.230388,0.0,4581.66,0.0,
MOF_net-snk_node1-N47_edge1-E10,7.01582,4.58582,6.85675,1.27207,1072.98,843.49,0.2745,0.215790012,0.2694,0.0051,0.211781,0.00400922,4189.31,79.3076,
MOF_net-snk_node1-N48_edge1-E2,7.42657,3.99285,6.91271,1.21062,386.281,319.077,0.2876,0.237564223,0.1049,0.1827,0.0866498,0.150914,1707.15,2973.28,
MOF_net-snk_node1-N48_edge1-E3,7.14678,3.84149,7.05031,1.1048,1182.03,1069.9,0.3288,0.297610427,0.3107,0.0181,0.281227,0.016383,4889.9,284.864,
MOF_net-snk_node1-N49_edge1-none,5.48492,3.76704,5.04705,1.54475,458.245,296.646,0.1734,0.112251173,0.1734,0.0,0.112251,0.0,502.48,0.0,
MOF_net-snl_node1-N12_edge1-none,5.82803,3.51859,5.7238,1.89409,0.0,0.0,0.1188,0.062721412,0.0,0.1188,0.0,0.0627215,0.0,1243.33,
MOF_net-snl_node1-N39_edge1-none,6.50938,4.38685,6.28074,1.26347,201.866,159.771,0.2396,0.189636477,0.0545,0.1851,0.0431352,0.146501,490.556,1666.09,
MOF_net-snl_node1-N58_edge1-none,5.83729,3.45358,5.83729,1.7232,0.0,0.0,0.1297,0.075266945,0.0,0.1297,0.0,0.0752668,0.0,1454.08,
MOF_net-snl_node1-N6_edge1-none,6.63627,5.26201,6.63627,1.29307,401.436,310.453,0.2215,0.171297764,0.1032,0.1183,0.0798103,0.091488,994.432,1139.93,
MOF_net-snp_node1-N15_edge1-none,5.54057,2.64795,4.70224,1.70458,0.0,0.0,0.1553,0.091107487,0.0,0.1553,0.0,0.0911072,0.0,433.873,
MOF_net-snp_node1-N16_edge1-none,4.52705,3.49506,4.51242,1.54486,0.0,0.0,0.2309,0.149463382,0.0,0.2309,0.0,0.149463,0.0,693.011,
MOF_net-snp_node1-N36_edge1-none,5.25854,2.51339,4.4758,1.78128,0.0,0.0,0.1301,0.073037366,0.0,0.1301,0.0,0.0730375,0.0,354.506,
MOF_net-snp_node1-N39_edge1-none,5.77885,2.96767,4.58086,1.38367,0.0,0.0,0.2126,0.153649353,0.0,0.2126,0.0,0.15365,0.0,436.847,
MOF_net-soc_node1-N24_node2-N20_edge1-none,7.33802,5.28776,7.07512,1.23917,1513.99,1221.78,0.4445,0.358707845,0.3671,0.0774,0.296247,0.0624612,3976.61,838.436,
MOF_net-sod_node1-N42_edge1-none,8.964,7.40914,8.96389,1.32801,1188.63,895.042,0.3964,0.298491728,0.3964,0.0,0.298491,0.0,2772.44,0.0,
MOF_net-soh_node1-N0_edge1-none,6.75407,2.92984,6.75205,1.05835,0.0,0.0,0.3398,0.32106581,0.0,0.3398,0.0,0.321066,0.0,7235.39,
MOF_net-som_node1-N16_edge1-none,3.41048,2.85674,3.39789,1.97157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-som_node1-N17_edge1-none,3.49177,2.90711,3.49177,1.91969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-som_node1-N33_edge1-none,3.52699,2.81651,3.514,2.04037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-som_node1-N39_edge1-none,5.83297,3.25455,4.72302,1.2944,0.0,0.0,0.1582,0.122218789,0.0,0.1582,0.0,0.122218,0.0,2779.87,
MOF_net-som_node1-N69_edge1-none,3.34877,2.23216,2.51318,2.23879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-som_node1-N70_edge1-none,3.40317,2.2621,3.37819,2.19275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-soq_node1-N59_edge1-none,7.99764,3.51168,7.84284,1.29663,0.0,0.0,0.3422,0.263914918,0.0,0.3422,0.0,0.263914,0.0,9115.85,
MOF_net-sou_node1-N22_edge1-none,5.35649,4.12585,5.35529,1.7367,332.071,191.208,0.0966,0.055622733,0.0592,0.0374,0.0340877,0.0215351,1126.31,711.557,
MOF_net-sou_node1-N60_edge1-none,7.04966,3.15812,6.8268,1.48209,0.0,0.0,0.1954,0.131840846,0.0,0.1954,0.0,0.131841,0.0,5079.95,
MOF_net-sow_node1-N18_edge1-E10,7.4384,4.63863,7.39939,0.977789,1768.55,1808.73,0.4749,0.485687607,0.4749,0.0,0.485687,0.0,3653.25,0.0,
MOF_net-sow_node1-N4_edge1-E2,5.27279,2.54739,4.16431,1.32739,0.0,0.0,0.0307,0.023128093,0.0,0.0307,0.0,0.0231281,0.0,274.867,
MOF_net-sow_node1-N73_edge1-none,6.8551,6.14441,6.8551,1.51733,1505.03,991.895,0.4013,0.264477734,0.4013,0.0,0.264478,0.0,1408.38,0.0,
MOF_net-sra_node1-N42_edge1-none,6.86763,6.37236,6.85959,1.41646,1392.94,983.398,0.4155,0.29333691,0.4155,0.0,0.293338,0.0,1816.38,0.0,
MOF_net-sra_node1-N4_edge1-none,4.03213,3.22327,4.0069,1.37526,0.0,0.0,0.0045,0.003272109,0.0,0.0045,0.0,0.00327212,0.0,27.2243,
MOF_net-ssc_node1-N18_node2-orgN10_edge1-E3,6.80431,2.68936,6.58936,1.28343,0.0,0.0,0.072,0.05609967,0.0,0.072,0.0,0.0560995,0.0,852.374,
MOF_net-ssc_node1-N18_node2-orgN10_edge1-E7,8.60123,4.82944,8.60123,0.842716,1116.63,1325.04,0.2521,0.29915179,0.2402,0.0119,0.285031,0.014121,7334.28,363.355,
MOF_net-ssc_node1-N18_node2-orgN15_edge1-E2,5.30209,2.81455,5.12289,1.62689,0.0,0.0,0.0425,0.026123463,0.0,0.0425,0.0,0.0261234,0.0,510.517,
MOF_net-ssc_node1-N18_node2-orgN15_edge1-E3,5.21288,3.10599,5.21288,1.28505,0.0,0.0,0.0649,0.050503871,0.0,0.0649,0.0,0.0505039,0.0,753.238,
MOF_net-ssc_node1-N24_node2-orgN10_edge1-E3,7.18818,3.54887,4.98253,0.9592,0.0,0.0,0.1613,0.168160967,0.0,0.1613,0.0,0.168161,0.0,2527.57,
MOF_net-ssc_node1-N24_node2-orgN15_edge1-E3,6.01476,3.72469,5.73204,0.957217,0.0,0.0,0.1817,0.189821117,0.0,0.1817,0.0,0.189821,0.0,2800.08,
MOF_net-ssc_node1-N29_node2-orgN15_edge1-E10,4.99442,1.99475,4.95894,1.57275,0.0,0.0,0.0327,0.020791607,0.0,0.0327,0.0,0.0207916,0.0,408.365,
MOF_net-ssc_node1-N29_node2-orgN15_edge1-E2,5.10072,2.58659,5.10072,1.52165,0.0,0.0,0.0395,0.025958663,0.0,0.0395,0.0,0.0259586,0.0,505.72,
MOF_net-ssc_node1-N74_node2-orgN15_edge1-E3,5.54413,3.16029,5.53996,1.43078,0.0,0.0,0.0743,0.051929717,0.0,0.0743,0.0,0.0519296,0.0,885.176,
MOF_net-sth_node1-N0_edge1-none,13.53453,4.09337,13.53453,0.779014,1825.99,2343.98,0.5527,0.709486607,0.5527,0.0,0.709487,0.0,8993.61,0.0,
MOF_net-svb_node1-N32_edge1-none,5.38418,3.46951,5.21939,1.36829,0.0,0.0,0.1839,0.134401333,0.0,0.1839,0.0,0.134401,0.0,1739.05,
MOF_net-svf_node1-N32_edge1-E10,10.79962,6.94509,9.63419,0.926005,1631.44,1761.8,0.4476,0.48336672,0.4378,0.0098,0.472784,0.0105831,6051.79,135.467,
MOF_net-svi_node1-N32_edge1-none,5.52833,3.46722,5.52008,1.26479,0.0,0.0,0.2625,0.207544335,0.0,0.2625,0.0,0.207544,0.0,1342.73,
MOF_net-svo_node1-N32_edge1-none,7.00589,3.56737,7.00589,1.17162,0.0,0.0,0.2641,0.225414384,0.0,0.2641,0.0,0.225414,0.0,2916.7,
MOF_net-svz_node1-N32_edge1-none,13.10208,3.7456,8.22796,1.2916,519.655,402.334,0.2561,0.198281202,0.1354,0.1207,0.104831,0.0934501,4069.33,3627.53,
MOF_net-swd_node1-N32_edge1-none,5.94124,2.80391,5.85038,1.68994,0.0,0.0,0.0616,0.036450998,0.0,0.0616,0.0,0.0364511,0.0,530.607,
MOF_net-swl_node1-N32_edge1-none,5.32277,3.78057,5.3034,1.13555,1222.21,1076.31,0.2909,0.256175422,0.2909,0.0,0.256175,0.0,3314.73,0.0,
MOF_net-sxa_node1-N13_edge1-none,2.92356,2.32946,2.72064,3.19251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxa_node1-N38_edge1-E2,8.85645,4.8013,8.42195,0.968968,1899.7,1960.54,0.4957,0.511575202,0.4957,0.0,0.511575,0.0,2888.52,0.0,
MOF_net-sxa_node1-N39_edge1-E10,6.73591,4.48062,6.43257,0.92496,1599.77,1729.55,0.4185,0.452451998,0.4185,0.0,0.452452,0.0,2513.95,0.0,
MOF_net-sxa_node1-N39_edge1-none,2.79186,1.97471,2.67963,1.7573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxa_node1-N6_edge1-none,3.71584,1.90775,3.71584,1.71422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxa_node1-N70_edge1-none,3.21801,2.05951,3.21738,2.59469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxa_node1-N81_edge1-none,4.04495,3.08644,4.00704,1.82901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxb_node1-N19_edge1-none,3.55696,2.33894,3.54065,2.11971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxb_node1-N20_edge1-none,4.466,3.03788,3.86855,2.28605,0.0,0.0,0.1105,0.048336651,0.0,0.1105,0.0,0.0483367,0.0,186.826,
MOF_net-sxb_node1-N39_edge1-none,4.56736,2.83799,4.45312,1.38935,0.0,0.0,0.0994,0.071544247,0.0,0.0994,0.0,0.0715443,0.0,203.41,
MOF_net-sxb_node1-N43_edge1-none,3.42924,2.31484,3.42924,2.34011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxb_node1-N58_edge1-E3,5.55561,5.39476,5.55561,2.29835,1047.6,455.804,0.3196,0.13905628,0.3196,0.0,0.139057,0.0,882.472,0.0,
MOF_net-sxb_node1-N6_edge1-none,3.36809,2.41624,3.03639,1.76211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxc_node1-N13_edge1-none,3.94856,3.203,3.9284,2.42316,0.0,0.0,0.051,0.021046897,0.0,0.051,0.0,0.0210469,0.0,61.7608,
MOF_net-sxc_node1-N15_edge1-none,5.90125,4.11414,5.90125,1.30336,1170.77,898.27,0.3553,0.272603118,0.3553,0.0,0.272602,0.0,973.645,0.0,
MOF_net-sxc_node1-N30_edge1-none,5.89099,3.86289,5.89099,1.26983,1154.45,909.137,0.3706,0.29185009,0.3706,0.0,0.29185,0.0,1024.6,0.0,
MOF_net-sxc_node1-N46_edge1-E10,5.86645,3.92995,5.85051,1.13418,1010.78,891.197,0.2628,0.231709252,0.2628,0.0,0.23171,0.0,1734.89,0.0,
MOF_net-sxc_node1-N46_edge1-none,3.66844,1.25833,3.59104,2.56961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-sxc_node1-N58_edge1-none,5.76655,3.82632,5.70251,1.31366,1120.21,852.741,0.3592,0.273434526,0.3592,0.0,0.273434,0.0,990.469,0.0,
MOF_net-sxf_node1-N38_edge1-none,5.71297,3.24015,5.7129,1.64186,0.0,0.0,0.2301,0.140145932,0.0,0.2301,0.0,0.140146,0.0,2499.89,
MOF_net-sxg_node1-N43_edge1-none,8.66077,3.98473,8.66077,1.69372,996.842,588.551,0.2167,0.127943226,0.2167,0.0,0.127943,0.0,5563.77,0.0,
MOF_net-sxg_node1-N45_edge1-none,8.65403,3.98382,8.65403,1.69651,998.167,588.366,0.2173,0.128086483,0.2173,0.0,0.128087,0.0,5587.12,0.0,
MOF_net-sxg_node1-N47_edge1-none,8.67046,4.02125,8.67046,1.65584,1014.7,612.805,0.2213,0.133648179,0.2213,0.0,0.133648,0.0,5755.57,0.0,
MOF_net-sxg_node1-N49_edge1-none,6.77209,2.79913,6.76988,1.52729,0.0,0.0,0.1688,0.11052256,0.0,0.1688,0.0,0.110523,0.0,1484.23,
MOF_net-sxg_node1-N52_edge1-none,5.10921,2.86774,5.10652,2.3169,0.0,0.0,0.066,0.02848634,0.0,0.066,0.0,0.0284863,0.0,522.475,
MOF_net-sxg_node1-N61_edge1-none,8.21624,3.37724,8.21624,1.39002,0.0,0.0,0.1854,0.133379376,0.0,0.1854,0.0,0.133379,0.0,2205.53,
MOF_net-sxh_node1-N61_edge1-none,5.86234,3.03046,5.86234,1.56941,0.0,0.0,0.0925,0.058939347,0.0,0.0925,0.0,0.0589392,0.0,1949.22,
MOF_net-sxp_node1-N61_edge1-none,5.17985,2.62131,5.17985,1.77567,0.0,0.0,0.0274,0.015430795,0.0,0.0274,0.0,0.0154308,0.0,1020.64,
MOF_net-sxq_node1-N38_edge1-none,5.88056,2.70628,5.88017,1.8305,0.0,0.0,0.0619,0.033815897,0.0,0.0619,0.0,0.033816,0.0,2412.79,
MOF_net-thp-x_node1-N27_edge1-none,3.25034,1.48413,3.24662,3.31448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-thp-x_node1-N2_edge1-E2,6.32177,2.77664,6.11371,1.76405,0.0,0.0,0.0938,0.053173096,0.0,0.0938,0.0,0.0531732,0.0,2128.02,
MOF_net-thp-x_node1-N2_edge1-E3,6.94208,2.72044,6.75757,1.49753,0.0,0.0,0.1948,0.130080866,0.0,0.1948,0.0,0.130081,0.0,4302.88,
MOF_net-thp-x_node1-N7_edge1-E3,6.88072,2.47291,6.70448,1.9973,0.0,0.0,0.205,0.102638562,0.0,0.205,0.0,0.102639,0.0,4466.01,
MOF_net-thp-x_node1-N8_edge1-E5,8.43615,4.46447,8.04855,1.28052,1535.68,1199.27,0.3215,0.251069878,0.3199,0.0016,0.24982,0.00124949,11821.2,59.1243,
MOF_net-thp-x_node1-N8_edge1-none,3.1685,1.41076,3.16705,3.55847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MOF_net-tph_node1-N61_node2-N76_edge1-none,5.67593,2.46473,5.3557,1.53652,0.0,0.0,0.055,0.035795174,0.0,0.055,0.0,0.0357952,0.0,755.228,
MOF_net-tph_node1-N61_node2-N77_edge1-none,5.21197,2.60385,5.08142,1.52566,0.0,0.0,0.0599,0.039261697,0.0,0.0599,0.0,0.0392616,0.0,828.364,
MOF_net-tsi_node1-N5_edge1-none,4.38684,1.97721,4.09521,1.66692,0.0,0.0,0.0374,0.02243659,0.0,0.0374,0.0,0.0224366,0.0,89.8709,
MOF_net-tsi_node1-N76_edge1-none,2.67434,1.36114,2.67432,1.8085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
